id,title,ingredients,directions,link,source,NER,occasion,flavour_profile
1157,Strawberry Pound Cake,"[""1 pkg. white or yellow cake mix"", ""1 small pkg. strawberry Jell-O"", ""1 c. drained strawberries"", ""3/4 c. Mazola oil"", ""4 eggs""]","[""Combine all ingredients and bake in greased and floured 10-inch tube pan at 325\u00b0 for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=618041,Gathered,"[""white"", ""strawberry"", ""strawberries"", ""oil"", ""eggs""]",Everyday,Vanilla/Cream
1163,Mid-Autumn Moon Cake,"[""1 (17 1/2 ounce) can lotus seeds, paste"", ""14 cup finely chopped walnuts"", ""4 cups all-purpose flour"", ""12 cup non-fat powdered milk"", ""3 teaspoons baking powder"", ""12 teaspoon salt"", ""3 eggs"", ""1 cup sugar"", ""12 cup solid shortening, melted and cooled"", ""1 egg yolk, lightly beaten""]","[""Preheated 375 degrees F."", ""Mix lotus seed paste and walnuts together in a bowl; set aside."", ""Sift flour, milk powder, baking powder, and salt together into a bowl."", ""In large bowl of electric mixer, beat eggs on medium speed until light and lemon colored."", ""Add sugar; beat for 10 minutes or until mixture falls in a thick ribbon."", ""Add melted shortening; mix lightly."", ""With a spatula, fold in flour mixture."", ""Turn dough out on a lightly floured board; knead for 1 minute or until smooth and satiny."", ""Divide dough in half; roll each half into a log."", ""Cut each log into 12 equal pieces."", ""To shape each moon cake, roll a piece of dough into a ball."", ""Roll out on a lightly floured board to make a 4-inch circle about 1/8-inch thick."", ""Place 1 tablespoon of lotus seed paste mixture in center of dough circle."", ""Fold in sides of dough to completely enclose filling; press edges to seal."", ""Lightly flour inside of 2-1/2 inch moon cake press."", ""Place moon cake, seam side up, in mold; flatten dough to conform to shape of mold."", ""Bang one end of mold lightly on work surface to dislodge moon cake."", ""Place cake on ungreased baking sheet."", ""Repeat to shape remaining cakes."", ""Brush tops with egg yolk."", ""Bake for 30 minutes or until golden brown."", ""Transfer to a rack and let cool.""]",www.food.com/recipe/mid-autumn-moon-cake-187830,Recipes1M,"[""lotus seeds"", ""walnuts"", ""all-purpose"", ""non-fat powdered milk"", ""baking powder"", ""salt"", ""eggs"", ""sugar"", ""solid shortening"", ""egg yolk""]",Everyday,Nutty
1166,Apple Pie,"[""6 c. thin sliced, peeled cooking apples"", ""1 c. sugar"", ""2 Tbsp. all-purpose flour"", ""1/2 to 1 tsp. ground cinnamon"", ""dash of ground nutmeg"", ""pastry for double-crust pie"", ""1 Tbsp. butter""]","[""Combine sugar, flour, cinnamon and nutmeg."", ""Add sugar mixture to the sliced apples; toss to coat fruit."", ""Fill a pastry-lined 9-inch pie plate with apple mixture."", ""Dot with butter."", ""Adjust top crust."", ""Seal and flute edge."", ""Sprinkle some sugar atop, if desired."", ""Cover edge of pie with foil."", ""Bake in a 375\u00b0 oven for 25 minutes."", ""Remove foil; bake for 20 to 25 minutes more or until crust is golden."", ""Cool."", ""Serves 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=450387,Gathered,"[""thin"", ""sugar"", ""flour"", ""ground cinnamon"", ""ground nutmeg"", ""pastry"", ""butter""]",Everyday,Spiced
1170,Chocolate Silk Pie,"[""6 oz. cream cheese, softened"", ""1 c. confectioners sugar"", ""2 tsp. vanilla extract"", ""1/2 c. cocoa"", ""1/4 c. milk"", ""2 c. chilled whipping cream"", ""1 prepared graham crust""]","[""In a mixer bowl, beat cream cheese, confectioners sugar and vanilla until well blended."", ""Add cocoa alternately with milk, beating it smooth. Gradually add whipping cream, beating until stiff."", ""Spoon into crust."", ""Cover and chill several hours or overnight."", ""Garnish with freshly grated chocolate."", ""Makes 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=641162,Gathered,"[""cream cheese"", ""confectioners sugar"", ""vanilla extract"", ""cocoa"", ""milk"", ""chilled whipping cream"", ""graham crust""]",Everyday,Chocolate
1172,Peach Pie,"[""1 c. water"", ""1 c. sugar"", ""2 Tbsp. cornstarch"", ""1 (3 oz.) pkg. peach Jell-O"", ""4 c. fresh peaches""]","[""Mix water and sugar; bring to a boil."", ""Mix cornstarch with water and add to sugar water; cook until thickened."", ""Dissolve Jell-O in the mixture and cool."", ""Add fresh sliced peaches."", ""Cool until partially set."", ""Pour into baked pie shell."", ""Chill. Add Cool Whip and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=598697,Gathered,"[""water"", ""sugar"", ""cornstarch"", ""O"", ""fresh peaches""]",Everyday,Other
1180,Easy Lemon Pie,"[""1 graham cracker crust"", ""1 large cool whip"", ""1 small can frozen lemonade concentrate"", ""1 can sweetened condensed milk""]","[""Mix cool whip, lemonade, and milk until creamy."", ""Pour in pie crust and refrigerate overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=76980,Gathered,"[""graham cracker crust"", ""cool whip"", ""frozen lemonade concentrate"", ""condensed milk""]",Everyday,Citrus
1187,Sour Cream Cocoa Cookies,"[""1 c. margarine"", ""1 1/2 c. sour cream"", ""3 1/2 c. flour"", ""1 tsp. salt"", ""1 c. nuts"", ""2 c. sugar"", ""2 tsp. anise extract"", ""1 tsp. baking soda"", ""1 c. cocoa (not instant)""]","[""Mix together."", ""Chill dough about 1/2 hour."", ""Drop by teaspoonful on greased cookie sheet."", ""Bake at 400\u00b0 for 7 to 8 minutes."", ""Cool and frost with chocolate frosting."", ""(Do not freeze.)""]",www.cookbooks.com/Recipe-Details.aspx?id=551855,Gathered,"[""margarine"", ""sour cream"", ""flour"", ""salt"", ""nuts"", ""sugar"", ""anise"", ""baking soda"", ""cocoa""]",Everyday,Chocolate
1188,Sweet Potato-Chive Biscuits,"[""6 cups all-purpose flour"", ""12 cup sugar"", ""3 tablespoons baking powder"", ""1 tablespoon salt"", ""1 12 teaspoons baking soda"", ""12 teaspoon ground nutmeg"", ""3 cups of mashed roasted sweet potatoes"", ""2 14 cups buttermilk"", ""34 cup unsalted butter, melted"", ""34 ounce frozen chives, snipped (1/3 cup)""]","[""1."", ""Heat oven to 400 degrees."", ""Line 3 large baking sheets with parchment paper."", ""In large bowl, whisk flour, sugar, baking powder, salt, baking soda, and nutmeg."", ""Make well in center of dry ingredients."", ""In 1-quart measure or bowl, whisk together sweet potato, buttermilk, butter, and chives; add mixture to well."", ""Gradually stir in dry ingredients with wooden spoon until a very soft dough forms."", ""2."", ""Turn out onto well-floured surface (dough will be quite wet)."", ""Flour top of dough."", ""Pat or roll into 1-inch thickness."", ""Using a floured 2 1/4 inch biscuit cutter, cut out biscuits, reflouring cutter between cuts."", ""Transfer biscuits with floured spatula to prepared baking sheets."", ""Gather dough scraps; pat out and cut remaining biscuits(total of 42)."", ""3."", ""Bake 1 sheet at a time, 22 minutes per sheet, or until golden."", ""Transfer biscuits to wire rack; let cook completely."", ""(Biscuits can be frozen in large resealable freezer bag or container up to 1 month."", ""To serve from freezer, preheat oven to 350 degrees."", ""Arrange frozen biscuits on baking sheet."", ""Bake 16 minutes or until hot and crust).""]",www.food.com/recipe/sweet-potato-chive-biscuits-387794,Recipes1M,"[""all-purpose"", ""sugar"", ""baking powder"", ""salt"", ""baking soda"", ""ground nutmeg"", ""potatoes"", ""buttermilk"", ""unsalted butter"", ""frozen chives""]",Everyday,Spiced
1194,Chocolate Fudge,"[""2 c. sugar"", ""2/3 c. evaporated milk"", ""12 regular marshmallows"", ""1/2 c. butter or margarine"", ""few grains of salt"", ""1 c. semi-sweet chocolate pieces"", ""1 c. nuts"", ""1 tsp. vanilla""]","[""Mix in heavy 2-quart saucepan the sugar, milk, marshmallows, butter or margarine and a few grains of salt."", ""Cook, stirring constantly, over medium heat to a boil (bubbly all over). Boil and stir 5 more minutes."", ""Remove from heat. Stir in until completely melted the semi-sweet chocolate pieces. Stir in nuts and vanilla. Spread in an 8-inch pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=188320,Gathered,"[""sugar"", ""milk"", ""regular marshmallows"", ""butter"", ""grains of salt"", ""semi-sweet chocolate pieces"", ""nuts"", ""vanilla""]",Everyday,Chocolate
1197,Homemade Ice Cream,"[""9 eggs"", ""2 3/4 c. sugar"", ""2 boxes instant pudding"", ""3 tsp. vanilla"", ""2 cans condensed milk"", ""homogenized milk""]","[""Mix together the sugar and eggs; add instant pudding, mixing well."", ""Add vanilla and condensed milk."", ""Put in ice cream freezer and fill to within 2-inches of the top of freezer can with whole milk."", ""Makes 1 1/2 gallons.""]",www.cookbooks.com/Recipe-Details.aspx?id=153603,Gathered,"[""eggs"", ""sugar"", ""vanilla"", ""condensed milk"", ""homogenized milk""]",Everyday,Vanilla/Cream
1200,Macaroni And Cheese,"[""4 Tbsp. butter"", ""4 Tbsp. flour"", ""2 c. milk"", ""dash of pepper"", ""1/2 tsp. Tabasco"", ""1/2 c. cream"", ""1/2 lb. macaroni elbows"", ""3/4 lb. grated Cheddar""]","[""Melt butter in saucepan over low heat."", ""Add flour, cook 3 minutes"", ""to"", ""remove"", ""raw"", ""flour taste."", ""Heat milk in another pan. Add"", ""milk"", ""to"", ""flour mixture and stir well, until almost boiling. Turn"", ""down and simmer a few minutes."", ""Add pepper and Tabasco. Stir in cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=1054285,Gathered,"[""butter"", ""flour"", ""milk"", ""pepper"", ""Tabasco"", ""cream"", ""macaroni elbows"", ""Cheddar""]",Everyday,Vanilla/Cream
1206,Cake Box Cookies,"[""1 box Cake Mix Any Flavor (I Used Cherry Chip)"", ""1 can Frosting Any Flavor (I Used Cherry)"", ""1 stick Butter"", ""1 whole Egg""]","[""Combine cake mix with egg and butter, mix well. Drop by rounded teaspoonfuls onto an ungreased cookie sheet. Bake for 10 to 12 minutes at the temperature indicated on the cake mix box. Let cookies cool. Frost the flat side of one cookie and sandwich with another cookie. Repeat with the rest of the cookies."", ""Tips: You can use any flavor with this super easy recipe. Try mixing chocolate chips into vanilla or chocolate flavor, or a cup of oatmeal in vanilla."", ""I have to adjust for high altitude, so I add a pinch of baking powder and soda, and about 1/4 cup flour.""]",tastykitchen.com/recipes/desserts/cake-box-cookies-2/,Gathered,"[""Frosting Any Flavor"", ""Butter"", ""Egg""]",Everyday,Other
1217,Buttermilk Pie,"[""1 c. sugar"", ""1 Tbsp. meal"", ""3 eggs"", ""1/2 c. buttermilk"", ""1 stick margarine"", ""1 Tbsp. flour"", ""1 tsp. vanilla""]","[""Mix all ingredients together and pour into unbaked pie shell. Bake for 1 hour at 325\u00b0."", ""(Tastes like chess pie.)""]",www.cookbooks.com/Recipe-Details.aspx?id=931098,Gathered,"[""sugar"", ""meal"", ""eggs"", ""buttermilk"", ""margarine"", ""flour"", ""vanilla""]",Everyday,Vanilla/Cream
1221,Cream Cheese Frosting,"[""1/2 c. butter or margarine, softened"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 (16 oz.) pkg. powdered sugar, sifted"", ""1 tsp. vanilla""]","[""Combine butter and cream cheese, beating until light and fluffy."", ""Add sugar and vanilla."", ""Beat until smooth."", ""Yields enough for one 4-layer cake.""]",www.cookbooks.com/Recipe-Details.aspx?id=349262,Gathered,"[""butter"", ""cream cheese"", ""powdered sugar"", ""vanilla""]",Everyday,Vanilla/Cream
1224,Orange Cookie(Pulitska),"[""2 1/2 c. flour"", ""1 c. flour"", ""1 heaping tsp. baking powder"", ""2 sticks oleo"", ""2 egg yolks"", ""1 tsp. vanilla"", ""1/2 c. sour cream"", ""Juice & rind of 1 orange"", ""2 egg whites""]","[""Combine flour, sugar and baking powder."", ""Cut in oleo then add yolks, vanilla and sour cream."", ""Mix in orange juice and rind."", ""It will be a very soft dough."", ""Spoon out 1/3 of dough on a well floured board."", ""Pat dough down 1/2 inch thick."", ""Cut out circles 2 inches in diameter."", ""Put on cookie sheet."", ""Beat egg whites with fork and brush the top of cookie."", ""Sprinkle with sugar."", ""Bake 350\u00b0 for 8 mins."", ""Soft and puffy.""]",www.cookbooks.com/Recipe-Details.aspx?id=16083,Gathered,"[""flour"", ""flour"", ""baking powder"", ""oleo"", ""egg yolks"", ""vanilla"", ""sour cream"", ""orange"", ""egg whites""]",Everyday,Vanilla/Cream
1225,Chocolate Pecan Pie,"[""1 14 cups corn syrup"", ""12 cup granulated sugar"", ""4 ounces unsweetened baking chocolate"", ""12 cup evaporated milk (skim or regular)"", ""3 large eggs, slightly beaten"", ""1 cup pecan halves"", ""1 9-inch pie shell, unbaked"", ""14 teaspoon salt (optional)""]","[""Preheat oven to 350 degrees."", ""In saucepan, heat corn syrup, sugar, chocolate, and milk, stirring constantly until chocolate melts."", ""Remove from heat."", ""Cool slightly."", ""Slowly stir warm chocolate mixture into the beaten eggs."", ""Scatter pecans in unbaked pie shell."", ""Pour chocolate mixture over pecans."", ""Bake 50-60 minutes until set."", ""Cool several hours before cutting into wedges."", ""Top with a dollop of ice cream, whipped cream, or whipped non-dairy topping.""]",www.food.com/recipe/chocolate-pecan-pie-64099,Recipes1M,"[""corn syrup"", ""sugar"", ""baking chocolate"", ""milk"", ""eggs"", ""pecan halves"", ""pie shell"", ""salt""]",Everyday,Chocolate
1229,Quick Fruit Cobbler,"[""2 c. self-rising flour"", ""1 1/2 c. milk"", ""1 1/2 to 2 c. sugar"", ""1/2 c. margarine"", ""canned or fresh fruit (about 2 c.)""]","[""Melt margarine in a baking dish."", ""Combine flour, sugar and milk together."", ""Beat until smooth."", ""Pour batter over the melted butter."", ""Add fruit."", ""Bake at 350\u00b0 for 35 to 40 minutes or until top is lightly browned.""]",www.cookbooks.com/Recipe-Details.aspx?id=578470,Gathered,"[""flour"", ""milk"", ""sugar"", ""margarine"", ""fresh fruit""]",Everyday,Other
1235,Ranger Cookies,"[""1 c. shortening"", ""1 c. sugar"", ""1 c. brown sugar"", ""2 eggs"", ""2 tsp. baking soda"", ""1 tsp. baking powder"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""2 c. flour"", ""1 c. coconut"", ""2 c. oatmeal"", ""2 c. corn flakes""]","[""Cream shortening, then add sugars and eggs."", ""Add remaining ingredients in order listed. Drop by tablespoonful onto a greased cookie sheet."", ""Bake at 350\u00b0 for 10 to 12 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=903081,Gathered,"[""shortening"", ""sugar"", ""brown sugar"", ""eggs"", ""baking soda"", ""baking powder"", ""salt"", ""vanilla"", ""flour"", ""coconut"", ""oatmeal"", ""corn flakes""]",Everyday,Vanilla/Cream
1241,Baked chocolate cheesecake recipe,"[""200 g (7.1oz) chocolate chip biscuits, crushed to a fine crumb"", ""3 tbsp unsalted butter, melted"", ""1 orange, zest only"", ""1 kg (2.2lbs) full fat cream cheese, softened at room temperature"", ""1.5 tsp vanilla extract"", ""3 tbsp self-raising flour"", ""3 medium egg"", ""1 vanilla bean"", ""200 ml (7fl oz) creme fraiche"", ""250 g (8.8oz) dark chocolate (70% cocoa), melted"", ""200 g (7.1oz) frozen raspberries, or tinned black cherries (drained)"", ""1 tinned black cherries"", ""1 handful fresh mint sprigs""]","[""Preheat the oven to 160C."", ""Using a little butter, lightly grease the bottom and sides of a 9-inch spring-form tin."", ""In a mixing bowl, combine the chocolate chip biscuits crumbs with the melted butter and mix well."", ""Press the crumb and butter mix lightly onto the base of the spring form tin, then scatter the raspberries or the black cherries on top."", ""Set aside."", ""In a large mixing bowl using an electric mixer, combine the cream cheese, vanilla extract and vanilla bean seeds and beat until light and creamy."", ""Add the eggs, 1 at a time, mixing on low speed after each addition until just blended."", ""Add the flour to the cream cheese mixture and beat until smooth."", ""Add the melted chocolate, orange zest and Creme Fraiche, then mix well."", ""Pour the batter into the prepared tin and bake gently for 1 hour."", ""Turn off the oven and leave the cheesecake to cool slightly in the oven for a further 10 minutes before removing, or until the centre is almost set."", ""Run a sharp knife around the rim of the tin and allow the cheesecake to cool on a wire rack before removing the tin."", ""Refrigerate at least 4 hours or overnight before serving."", ""To serve: scatter the cheesecake with a few cherries or berries along with a few torn mint leaves and dust with the icing sugar .""]",www.lovefood.com/guide/recipes/14833/baked-chocolate-cheesecake,Recipes1M,"[""chocolate chip"", ""unsalted butter"", ""orange"", ""cream cheese"", ""vanilla"", ""flour"", ""egg"", ""vanilla bean"", ""creme fraiche"", ""chocolate"", ""frozen raspberries"", ""black cherries"", ""handful fresh mint sprigs""]",Everyday,Chocolate
1242,Sour Cream Coffee Cake,"[""2 sticks margarine"", ""2 c. sugar"", ""2 eggs"", ""2 c. flour"", ""1 tsp. baking powder"", ""1/2 pt. sour cream, mixed with 1 tsp. vanilla"", ""3 Tbsp. sugar"", ""1 1/2 Tbsp. cinnamon"", ""1 c. broken pecans""]","[""Cream margarine and sugar."", ""Beat in eggs."", ""Mix and add alternately flour and baking powder with sour cream."", ""Dust greased Bundt pan with 1/2 mixture of sugar, cinnamon and pecans."", ""Pour half the batter in pan."", ""Sprinkle rest of cinnamon mixture on top and pour remainder of batter in pan."", ""Bake 1 hour or more at 325\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=653659,Gathered,"[""margarine"", ""sugar"", ""eggs"", ""flour"", ""baking powder"", ""sour cream"", ""sugar"", ""cinnamon"", ""pecans""]",Everyday,Vanilla/Cream
1245,Crisco Frosting,"[""2 c. powdered sugar"", ""1/2 c. Crisco"", ""1 tsp. vanilla"", ""2 egg whites""]","[""Mix all ingredients together."", ""Beat with mixer on high until smooth and spreadable.""]",www.cookbooks.com/Recipe-Details.aspx?id=185449,Gathered,"[""powdered sugar"", ""Crisco"", ""vanilla"", ""egg whites""]",Everyday,Vanilla/Cream
1248,Berry Pleasing Muffins,"[""1 cup fresh or frozen blueberries"", ""1/2 cup chopped fresh or frozen cranberries"", ""1 cup sugar, divided"", ""1 package (8 ounces) cream cheese, softened"", ""2 eggs"", ""1 teaspoon vanilla extract"", ""1 cup all-purpose flour"", ""1 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1/4 teaspoon ground nutmeg"", ""1/4 cup finely chopped walnuts"", ""1/4 cup sweetened shredded coconut"", ""2 tablespoons brown sugar"", ""1/4 teaspoon ground cinnamon""]","[""In a large bowl, combine the blueberries, cranberries and 1/4 cup sugar; set aside. In a large bowl, beat cream cheese and remaining sugar until smooth. Add eggs, one at a time, beating well after each addition. Beat in vanilla. Combine the flour, baking soda, salt and nutmeg; add to the creamed mixture. Fold in the berry mixture."", ""Fill greased or paper-lined muffin cups two-thirds full. Combine topping ingredients; sprinkle over batter. Bake at 400\u00b0 for 18-20 minutes or until a toothpick comes out clean. Cool for 5 minutes before removing to a wire rack. Serve warm.""]",www.tasteofhome.com/recipes/berry-pleasing-muffins/,Gathered,"[""blueberries"", ""cranberries"", ""sugar"", ""cream cheese"", ""eggs"", ""vanilla"", ""flour"", ""baking soda"", ""salt"", ""ground nutmeg"", ""walnuts"", ""coconut"", ""brown sugar"", ""ground cinnamon""]",Everyday,Vanilla/Cream
1255,Peanut Butter & Jelly Pancakes,"[""1 cup Milk"", ""4 Tablespoons Unsalted, Unsweetened Peanut Butter (crunchy Or Creamy)"", ""1 whole Egg"", ""1/2 cups Almond Meal"", ""1/2 cups Brown Rice Flour"", ""1 teaspoon Baking Powder"", ""1 Tablespoon Your Favorite Jelly"", ""Oil, For Your Griddle""]","[""In a small saucepan, add the milk and peanut butter. Heat over medium and stir just until the peanut butter is somewhat combined and is no longer a big hunk. This should take but a few seconds. Remove pan from heat and allow this mixture to cool slightly."", ""In a mixing bowl, whisk together the egg and the milk/peanut butter mixture."", ""In a separate bowl, stir together the almond meal, brown rice flour and baking powder."", ""Pour the flour mixture into the wet mixture and stir until combined."", ""Add the jelly and mix into the batter."", ""In a large skillet, add just enough oil to coat the bottom and heat to medium."", ""Once the skillet is all the way hot, measure a scant 1/4 cup of batter and pour it carefully into the pan. You may be able to fit more than one into your skillet but don't crowd them. (I make 2 pancakes at a time on a 12\"" skillet.)"", ""The batter will spread and sizzle around the edges. This is normal. Allow pancake to cook until little air bubbles rise to the top and the sides firm up."", ""Flip to the other side and continue cooking another minute or so, until pancake is cooked all the way through. Remove cooked pancakes to a plate."", ""Repeat with remaining batter. Serve!""]",tastykitchen.com/recipes/breakfastbrunch/pancakeswaffles/peanut-butter-jelly-pancakes/,Gathered,"[""Milk"", ""Butter"", ""Egg"", ""Brown Rice Flour"", ""Baking Powder"", ""Favorite Jelly""]",Everyday,Nutty
1264,Apple Pie,"[""6 c. apples"", ""3/4 c. sugar"", ""2 Tbsp. flour"", ""1 tsp. cinnamon"", ""dash of nutmeg"", ""dash of allspice"", ""1 Tbsp. lemon juice"", ""2 Tbsp. butter""]","[""Peel and slice apples."", ""Mix all ingredients (except butter) and pour into 9-inch unbaked pie shell."", ""Dot with butter. Cover with top crust.""]",www.cookbooks.com/Recipe-Details.aspx?id=917202,Gathered,"[""apples"", ""sugar"", ""flour"", ""cinnamon"", ""nutmeg"", ""allspice"", ""lemon juice"", ""butter""]",Everyday,Citrus
1274,Rhubarb Pie,"[""4 c. 1/2-inch pieces rhubarb"", ""1/4 c. sugar"", ""2 Tbsp. flour"", ""1/8 tsp. salt"", ""2 beaten eggs""]","[""Mix all ingredients together and pour into prepared pie crust. Bake for 10 minutes at 425\u00b0."", ""Reduce heat to 325\u00b0 and bake an additional 25 to 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=257574,Gathered,"[""rhubarb"", ""sugar"", ""flour"", ""salt"", ""eggs""]",Everyday,Other
1280,Creme Brulee,"[""8 egg yolks"", ""4 tsp. cornstarch"", ""1/2 tsp. cinnamon"", ""1 tsp. grated lemon rind"", ""kiwi slices"", ""thin, unpeeled apple wedges"", ""1/4 c. sugar"", ""4 c. heavy cream"", ""1 tsp. vanilla"", ""2 c. brown sugar, firmly packed""]","[""Cream the egg yolks with the sugar and cornstarch in a saucepan over low heat."", ""Slowly stir in the cream."", ""Add the cinnamon, vanilla and lemon rind."", ""Simmer 10 minutes, stirring constantly."", ""Pour into molds; cool."", ""Refrigerate to set.""]",www.cookbooks.com/Recipe-Details.aspx?id=393682,Gathered,"[""egg yolks"", ""cornstarch"", ""cinnamon"", ""lemon rind"", ""thin"", ""sugar"", ""heavy cream"", ""vanilla"", ""brown sugar""]",Everyday,Vanilla/Cream
1281,Lemon Layer Cake with Lemon Cream Frosting,"[""2 cups sifted cake flour (not self-rising; sift before measuring)"", ""3/4 teaspoon baking soda"", ""1/4 teaspoon salt"", ""1/2 cup whole milk"", ""2 1/2 tablespoons fresh lemon juice"", ""1 stick (1/2 cup) unsalted butter, softened"", ""1 cup granulated sugar"", ""2 large eggs"", ""1 cup heavy cream"", ""1/2 cup confectioners sugar"", ""Lemon curd , chilled"", ""Garnish: candied violets""]","[""Preheat oven to 375F."", ""Butter 2 (8- by 2-inch) round cake pans and line bottoms of each with rounds of wax or parchment paper."", ""Butter paper and dust pans with flour, knocking out excess."", ""Sift together flour, baking soda, and salt."", ""Stir together milk and lemon juice (mixture will curdle)."", ""Beat butter in a large bowl with an electric mixer until creamy."", ""Gradually add sugar, beating until pale and fluffy."", ""Add eggs 1 at a time, beating well after each addition."", ""Alternately add flour mixture and milk mixture in batches, beginning and ending with flour, mixing at low speed until just combined."", ""Divide batter between pans, smoothing tops."", ""Bake in middle of oven until a tester comes out clean, about 20 minutes."", ""Cool in pans on racks 10 minutes, then invert onto racks, remove paper, and cool completely."", ""Beat cream and confectioners sugar with cleaned beaters until it just holds stiff peaks."", ""Fold one third of whipped cream into lemon curd to lighten, then fold in remaining whipped cream."", ""Put 1 cake layer, rounded side up, on a cake plate and spread with one fourth of frosting."", ""Top with second layer, rounded side up, and spread top and sides with remaining frosting.""]",www.epicurious.com/recipes/food/views/lemon-layer-cake-with-lemon-cream-frosting-104576,Recipes1M,"[""cake flour"", ""baking soda"", ""salt"", ""milk"", ""lemon juice"", ""unsalted butter"", ""sugar"", ""eggs"", ""heavy cream"", ""confectioners sugar"", ""Lemon curd"", ""candied violets""]",Everyday,Vanilla/Cream
1289,Pumpkin Chiffon Pie,"[""1 (16 oz.) can pumpkin"", ""1 c. brown sugar"", ""1 tsp. salt"", ""1 tsp. ground ginger"", ""1 tsp. cinnamon"", ""1 tsp. nutmeg"", ""2 qt. vanilla ice cream, softened"", ""1/4 c. chopped pecans"", ""2 (9-inch) ready baked pie shells""]","[""Combine all ingredients."", ""Pile into two 9-inch pie crusts. Freeze until firm."", ""Soften a short time before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=931897,Gathered,"[""pumpkin"", ""brown sugar"", ""salt"", ""ground ginger"", ""cinnamon"", ""nutmeg"", ""vanilla ice cream"", ""pecans""]",Everyday,Vanilla/Cream
1290,German Apple Cake,"[""2 c. Flour"", ""2 tsp. Baking Soda"", ""1 tsp. Salt"", ""1/2 c. Oil"", ""4 c. Apples (diced)"", ""2 c. Sugar"", ""2 tsp. Cinnamon"", ""3/4 c. Nuts (chopped)"", ""3 Eggs"", ""2 tsp. Vanilla""]","[""Combine oil and sugar; add eggs."", ""Sift dry ingredients; add to wet mixture; add nuts, apples and vanilla."", ""Bake in 13 x 9 inch pan for 1 hour at 350 degrees.""]",www.cookbooks.com/Recipe-Details.aspx?id=92455,Gathered,"[""Flour"", ""Baking Soda"", ""Salt"", ""Oil"", ""Apples"", ""Sugar"", ""Cinnamon"", ""Eggs"", ""Vanilla""]",Everyday,Vanilla/Cream
1291,Sugar Cookies,"[""1 c. sugar"", ""1 c. margarine or butter"", ""2 1/4 c. flour"", ""1/2 tsp. soda"", ""2 eggs"", ""2 tsp. vanilla""]","[""Mix all ingredients."", ""Chill after mixing at least 1 hour. Bake at 375\u00b0 about 9 to 12 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=691035,Gathered,"[""sugar"", ""margarine"", ""flour"", ""soda"", ""eggs"", ""vanilla""]",Everyday,Vanilla/Cream
1307,Sunshine Muffins,"[""1 egg, beaten"", ""1/2 c. sugar"", ""1/2 c. orange juice"", ""2 Tbsp. margarine, melted"", ""2 c. biscuit mix"", ""1/2 c. pecans, chopped"", ""1/2 c. orange marmalade""]","[""Combine egg, sugar, orange juice and margarine in a large bowl."", ""Mix well."", ""Stir in biscuit mix."", ""Mix well."", ""Stir in orange marmalade and pecans; mix well."", ""Fill greased muffin tins 2/3 full with batter."", ""Bake in a preheated 400\u00b0 oven for 20 to 25 minutes. Makes about 1 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=516138,Gathered,"[""egg"", ""sugar"", ""orange juice"", ""margarine"", ""biscuit mix"", ""pecans"", ""orange marmalade""]",Everyday,Citrus
1309,Peanut Butter Cookies,"[""2 1/2 c. flour"", ""1/2 tsp. soda"", ""1 c. peanut butter"", ""1 c. brown sugar"", ""1/2 tsp. salt"", ""1 c. butter"", ""1 c. sugar"", ""2 eggs""]","[""Preheat oven to 375\u00b0."", ""Mix flour, salt and soda; set aside. Mix peanut butter and butter, add both sugars and mix well."", ""Add eggs, mix well and combine with flour mixture."", ""Drop by spoonfuls and flatten with fork."", ""Bake for 10 to 15 minutes until golden brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=671806,Gathered,"[""flour"", ""soda"", ""peanut butter"", ""brown sugar"", ""salt"", ""butter"", ""sugar"", ""eggs""]",Everyday,Nutty
